PR,URL,Title,Content type,Is rendered page,HTTP status code,Meta description,No. of content words,Page text,Extracted text (raw <body>) (length),Text hash,Organic traffic,Is indexable page
39,https://utahwatergardens.com/resources/care-guides,Pond Care Guides | Expert Advice | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,"Comprehensive guides to help you create and maintain a beautiful, healthy pond. From beginner basics to advanced techniques, we have everything you need to succeed.",1153,<truncated>,8176,404571995032238538,0,true
39,https://utahwatergardens.com/pond-supplies/lighting,Pond Lighting Systems | Underwater & Landscape Lighting | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,Professional pond lighting systems and underwater lighting. Transform your pond with beautiful lighting effects.,1233,<truncated>,9221,18053137548951259915,0,true
39,https://utahwatergardens.com/pond-services/maintenance,Pond Maintenance Services - Professional Pond Care | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,"Professional pond maintenance services in Utah. Water testing, plant care, fish health monitoring, equipment maintenance. 15+ years experience, 500+ ponds maintained. Serving Salt Lake County, Davis County, and surrounding areas.",714,<truncated>,5118,14055502303050208846,0,true
39,https://utahwatergardens.com/resources,Pond Resources & Expert Guides | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,"Comprehensive pond care resources, guides, tips, and troubleshooting. Expert advice for maintaining healthy ponds and water features in Utah.",743,<truncated>,4928,14225124973187126887,0,true
39,https://utahwatergardens.com/pond-supplies/pumps-aeration,Pond Pumps & Aeration Systems - Professional Equipment | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,"Professional-grade pond pumps and aeration systems to keep your pond healthy and thriving. Submersible pumps, external pumps, solar pumps, and aeration systems for all pond sizes.",1042,<truncated>,7567,15910882133577088693,0,true
39,https://utahwatergardens.com/pond-gallery/water-features,Water Features - Creative Water Gardens & Decorative Features | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,"Professional water feature design and installation. View our gallery of 250+ creative water features, waterfalls, fountains, and decorative water elements across Utah. Custom water feature design for residential and commercial properties.",1138,<truncated>,8142,17956383642787976933,0,true
39,https://utahwatergardens.com/blog,Blog | Utah Water Gardens - Pond & Water Feature Insights | Utah Water Gardens,text/html; charset=utf-8,true,200,"Utah Water Gardens Blog - Expert insights on pond design, water features, aquatic plants, fish care, and creating beautiful water gardens in Utah's unique climate.",1853,<truncated>,12123,14526061311017020631,0,true
39,https://utahwatergardens.com/pond-services/pond-dredging,Pond Dredging Service in Utah | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,"Professional pond dredging services in Utah, Utah. Expert sediment removal, pond restoration, and water quality improvement. Licensed & insured. Call (801) 590-8516.",3012,<truncated>,22009,17928060404062187407,0,true
39,https://utahwatergardens.com/pond-services/design-build,Pond Design & Build Services - Custom Water Gardens | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,"Professional pond design and construction services in Utah. Custom koi ponds, water gardens, and swimming ponds. 25+ years experience, 500+ projects completed. Free consultation and comprehensive warranties.",801,<truncated>,5636,17057109481311117868,0,true
39,https://utahwatergardens.com/pond-gallery/commercial,Commercial Water Features - Large-Scale Business Water Gardens | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,"Professional commercial water feature design and installation. View our gallery of 150+ large-scale business water gardens, corporate fountains, and commercial installations across Utah. Serving hotels, offices, retail centers, and healthcare facilities.",1134,<truncated>,8560,15736681207303236038,0,true
39,https://utahwatergardens.com/pond-gallery/customer-projects,Customer Projects - Real Water Garden Success Stories | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,"See real customer success stories and water garden projects. View our gallery of 500+ completed customer projects with testimonials, case studies, and success stories from satisfied clients across Utah.",1342,<truncated>,9458,269414090263113551,0,true
39,https://utahwatergardens.com/pondsupplies,"Pond Services in Pondsupplies, Utah | Utah Water Gardens | Utah Water Gardens",text/html; charset=utf-8,true,200,"Professional pond services in Pondsupplies, Utah. Pond design, construction, maintenance, and cleaning. Licensed & insured. Call (801) 590-8516 for consultation.",1674,<truncated>,11943,3334471633941096437,0,true
39,https://utahwatergardens.com/pond-supplies,Pond Supplies - Premium Water Garden Equipment & Products | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,"Shop our comprehensive selection of 500+ pond supplies including filtration systems, pumps, liners, water treatments, lighting, and tools. Professional-grade equipment from 50+ top brands. Serving Salt Lake County, Davis County, and surrounding areas with expert advice and quality guaranteed.",1093,<truncated>,7236,3320990981109065511,0,true
39,https://utahwatergardens.com/resources/tips-tricks,Pond Tips & Tricks | Expert Advice | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,"Discover expert tips, clever tricks, and professional secrets to make your pond maintenance easier and more effective. From quick fixes to advanced techniques.",1326,<truncated>,8828,15096940190659928314,0,true
39,https://utahwatergardens.com/pond-supplies/water-treatments,Water Treatments & Chemicals - Professional Pond Water Care | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,"Professional-grade water treatments and chemicals in Utah. Algae control, beneficial bacteria, pH balancers, water clarifiers. 100+ products, 15+ years experience. Serving Salt Lake County, Davis County, and surrounding areas.",1317,<truncated>,9575,18110470724802835213,0,true
39,https://utahwatergardens.com/pond-services/cleaning,Pond Cleaning Services - Professional Pond Cleaning | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,"Professional pond cleaning services in Utah. Debris removal, algae control, sediment removal, filter cleaning. 15+ years experience, 500+ ponds cleaned. Serving Salt Lake County, Davis County, and surrounding areas.",850,<truncated>,5917,16675194032444398905,0,true
39,https://utahwatergardens.com/plants-fish,Plants & Fish - Aquatic Plants and Pond Fish | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,"Discover Utah's largest selection of aquatic plants and pond fish. Water lilies, marginal plants, floating plants, koi, and goldfish. Expert advice and healthy stock guaranteed.",966,<truncated>,6402,258180354939985138,0,true
39,https://utahwatergardens.com/pond-services/seasonal,Seasonal Pond Services | Year-Round Pond Maintenance | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,"Professional seasonal pond services. Spring opening, summer maintenance, fall cleanup, and winter preparation.",1039,<truncated>,7263,3733771588689740214,0,true
39,https://utahwatergardens.com/pond-services/lake-dredging,Lake Dredging Services | Professional Lake Maintenance | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,Professional lake dredging and maintenance services. Expert lake cleaning and sediment removal in Utah.,1215,<truncated>,9583,2709951444803501933,0,true
39,https://utahwatergardens.com/resources/seasonal-care,Seasonal Pond Care | Year-Round Pond Maintenance | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,"Seasonal pond care guide for year-round maintenance. Spring, summer, fall, and winter pond care tips.",1427,<truncated>,9787,15643809733484271682,0,true
39,https://utahwatergardens.com/out-of-area-service,Extended Service Area - Out of Area Pond Services | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,Request pond and water feature services for locations 50+ miles from Salt Lake City. Special extended service area form for customers outside our primary coverage zone. Custom quotes available.,573,<truncated>,3813,4112756409918167545,0,true
39,https://utahwatergardens.com/resources/troubleshooting,Pond Troubleshooting Guide | Common Pond Problems | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,Comprehensive pond troubleshooting guide. Solutions to common pond problems and maintenance issues.,1830,<truncated>,12788,17849965555222583590,0,true
39,https://utahwatergardens.com/contact,,text/html; charset=utf-8,true,200,,18,<truncated>,113,13969125393900506670,0,true
39,https://utahwatergardens.com/pond-gallery/koi-ponds,Koi Ponds - Premium Koi Fish Ponds & Water Gardens | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,"Professional koi pond design and installation. View our gallery of 300+ beautiful koi ponds, Japanese-style water gardens, and premium koi fish habitats across Utah. Expert koi care and maintenance services.",1238,<truncated>,8275,15419593879306761925,0,true
39,https://utahwatergardens.com/pond-supplies/liners,Pond Liners & Underlayment - Premium Waterproof Liners | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,"Professional-grade pond liners and underlayment materials in Utah. EPDM, PVC, HDPE liners with 25+ year warranties. 50+ liner types, 15+ years experience. Serving Salt Lake County, Davis County, and surrounding areas.",1309,<truncated>,9644,14453730047986129606,0,true
39,https://utahwatergardens.com/plants-fish/koi-goldfish,,text/html; charset=utf-8,true,200,,763,<truncated>,5102,2036458979599370243,0,true
39,https://utahwatergardens.com/resources/faq,,text/html; charset=utf-8,true,200,,1663,<truncated>,10393,507724748855405717,0,true
39,https://utahwatergardens.com/plants-fish/water-lilies,Water Lilies - Beautiful Aquatic Plants | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,Discover our stunning collection of water lilies in various colors and sizes. Premium aquatic plants for your pond or water garden in Utah.,692,<truncated>,4558,15979758110741094727,0,true
39,https://utahwatergardens.com/pond-supplies/filtration,Pond Filtration Systems - Premium Water Filtration | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,"Premium pond filtration systems in Utah. Mechanical, biological, and UV filtration. 50+ systems available, 15+ years experience. Serving Salt Lake County, Davis County, and surrounding areas.",774,<truncated>,5354,14177023319529957495,0,true
39,https://utahwatergardens.com/fish-koi,"Pond Services in Fish Koi, Utah | Utah Water Gardens | Utah Water Gardens",text/html; charset=utf-8,true,200,"Professional pond services in Fish Koi, Utah. Pond design, construction, maintenance, and cleaning. Licensed & insured. Call (801) 590-8516 for consultation.",1736,<truncated>,11695,3444324562615600086,0,true
39,https://utahwatergardens.com/about,About Utah Water Gardens - Utah's Premier Pond & Water Feature Company | Utah Water Gardens,text/html; charset=utf-8,true,200,"Learn about Utah Water Gardens, Utah's premier pond and water feature company. 15+ years of experience, 500+ projects completed, and Utah's largest selection of aquatic plants.",626,<truncated>,4090,14751704977531954534,0,true
39,https://utahwatergardens.com/pond-services,Pond Services - Professional Pond Care & Maintenance | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,"Professional pond services including cleaning, maintenance, repair, and dredging. Serving Salt Lake County, Davis County, and surrounding areas with 15+ years of experience.",1004,<truncated>,6813,3384800923286974930,0,true
38,https://utahwatergardens.com/free-estimate,,text/html; charset=utf-8,true,200,,493,<truncated>,3300,2156577681585741053,0,true
21,https://utahwatergardens.com/pond-harvesting-ogden,Lake Harvesting Service in Ogden | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,"Professional lake harvesting services in Ogden, Utah. Expert lake vegetation management, water quality improvement, and ecosystem maintenance. Licensed & insured. Call (801) 590-8516.",4309,<truncated>,31735,17226058875212067199,0,true
21,https://utahwatergardens.com/pond-harvesting-west-jordan,Lake Harvesting Service in West Jordan | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,"Professional lake harvesting services in West Jordan, Utah. Expert lake vegetation management, water quality improvement, and ecosystem maintenance. Licensed & insured. Call (801) 590-8516.",4335,<truncated>,31891,27513719139547722,0,true
21,https://utahwatergardens.com/pond-dredging-ogden,"Pond Services in Pond Dredging Ogden, Utah | Utah Water Gardens | Utah Water Gardens",text/html; charset=utf-8,true,200,"Professional pond services in Pond Dredging Ogden, Utah. Pond design, construction, maintenance, and cleaning. Licensed & insured. Call (801) 590-8516 for consultation.",1798,<truncated>,12377,16418399777771496854,0,true
21,https://utahwatergardens.com/pond-harvesting-orem,Lake Harvesting Service in Orem | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,"Professional lake harvesting services in Orem, Utah. Expert lake vegetation management, water quality improvement, and ecosystem maintenance. Licensed & insured. Call (801) 590-8516.",4309,<truncated>,31709,2759602282209452311,0,true
21,https://utahwatergardens.com/pond-harvesting-sandy,Lake Harvesting Service in Sandy | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,"Professional lake harvesting services in Sandy, Utah. Expert lake vegetation management, water quality improvement, and ecosystem maintenance. Licensed & insured. Call (801) 590-8516.",4309,<truncated>,31735,17247050704563278396,0,true
21,https://utahwatergardens.com/pond-dredging-west-jordan,"Pond Services in Pond Dredging West Jordan, Utah | Utah Water Gardens | Utah Water Gardens",text/html; charset=utf-8,true,200,"Professional pond services in Pond Dredging West Jordan, Utah. Pond design, construction, maintenance, and cleaning. Licensed & insured. Call (801) 590-8516 for consultation.",1860,<truncated>,12749,263854124662199856,0,true
21,https://utahwatergardens.com/pond-maintenance-layton,"Pond Services in Pond Maintenance Layton, Utah | Utah Water Gardens | Utah Water Gardens",text/html; charset=utf-8,true,200,"Professional pond services in Pond Maintenance Layton, Utah. Pond design, construction, maintenance, and cleaning. Licensed & insured. Call (801) 590-8516 for consultation.",1798,<truncated>,12625,1096416071609957446,0,true
21,https://utahwatergardens.com/pond-dredging-layton,"Pond Services in Pond Dredging Layton, Utah | Utah Water Gardens | Utah Water Gardens",text/html; charset=utf-8,true,200,"Professional pond services in Pond Dredging Layton, Utah. Pond design, construction, maintenance, and cleaning. Licensed & insured. Call (801) 590-8516 for consultation.",1798,<truncated>,12439,14535327802394173295,0,true
21,https://utahwatergardens.com/pond-maintenance-west-jordan,"Pond Services in Pond Maintenance West Jordan, Utah | Utah Water Gardens | Utah Water Gardens",text/html; charset=utf-8,true,200,"Professional pond services in Pond Maintenance West Jordan, Utah. Pond design, construction, maintenance, and cleaning. Licensed & insured. Call (801) 590-8516 for consultation.",1860,<truncated>,12935,14626047272570717545,0,true
21,https://utahwatergardens.com/pond-dredging-st-george,"Pond Services in Pond Dredging St George, Utah | Utah Water Gardens | Utah Water Gardens",text/html; charset=utf-8,true,200,"Professional pond services in Pond Dredging St George, Utah. Pond design, construction, maintenance, and cleaning. Licensed & insured. Call (801) 590-8516 for consultation.",1860,<truncated>,12625,18021255961029139874,0,true
21,https://utahwatergardens.com/pond-maintenance-taylorsville,"Pond Services in Pond Maintenance Taylorsville, Utah | Utah Water Gardens | Utah Water Gardens",text/html; charset=utf-8,true,200,"Professional pond services in Pond Maintenance Taylorsville, Utah. Pond design, construction, maintenance, and cleaning. Licensed & insured. Call (801) 590-8516 for consultation.",1798,<truncated>,12997,15493793879041151733,0,true
21,https://utahwatergardens.com/shop,Pond Supplies & Aquatic Plants - Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,"Shop our complete selection of pond supplies, aquatic plants, koi fish, and water garden accessories. Utah's largest variety of aquatic plants and pond equipment.",1113,<truncated>,7441,17077321051144785594,0,true
21,https://utahwatergardens.com/pond-harvesting-taylorsville,Lake Harvesting Service in Taylorsville | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,"Professional lake harvesting services in Taylorsville, Utah. Expert lake vegetation management, water quality improvement, and ecosystem maintenance. Licensed & insured. Call (801) 590-8516.",4309,<truncated>,31917,747498698496390084,0,true
21,https://utahwatergardens.com/pond-dredging-provo,"Pond Services in Pond Dredging Provo, Utah | Utah Water Gardens | Utah Water Gardens",text/html; charset=utf-8,true,200,"Professional pond services in Pond Dredging Provo, Utah. Pond design, construction, maintenance, and cleaning. Licensed & insured. Call (801) 590-8516 for consultation.",1798,<truncated>,12377,4365858264791511857,0,true
21,https://utahwatergardens.com/pond-dredging-taylorsville,"Pond Services in Pond Dredging Taylorsville, Utah | Utah Water Gardens | Utah Water Gardens",text/html; charset=utf-8,true,200,"Professional pond services in Pond Dredging Taylorsville, Utah. Pond design, construction, maintenance, and cleaning. Licensed & insured. Call (801) 590-8516 for consultation.",1798,<truncated>,12811,15348371467119653215,0,true
21,https://utahwatergardens.com/pond-dredging-salt-lake-city,"Pond Services in Pond Dredging Salt Lake City, Utah | Utah Water Gardens | Utah Water Gardens",text/html; charset=utf-8,true,200,"Professional pond services in Pond Dredging Salt Lake City, Utah. Pond design, construction, maintenance, and cleaning. Licensed & insured. Call (801) 590-8516 for consultation.",1922,<truncated>,12935,15990322481522805371,0,true
21,https://utahwatergardens.com/pond-harvesting-salt-lake-city,Lake Harvesting Service in Salt Lake City | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,"Professional lake harvesting services in Salt Lake City, Utah. Expert lake vegetation management, water quality improvement, and ecosystem maintenance. Licensed & insured. Call (801) 590-8516.",4361,<truncated>,31969,999679028553742614,0,true
21,https://utahwatergardens.com/pond-maintenance-west-valley-city,"Pond Services in Pond Maintenance West Valley City, Utah | Utah Water Gardens | Utah Water Gardens",text/html; charset=utf-8,true,200,"Professional pond services in Pond Maintenance West Valley City, Utah. Pond design, construction, maintenance, and cleaning. Licensed & insured. Call (801) 590-8516 for consultation.",1922,<truncated>,13245,18025133103686234567,0,true
21,https://utahwatergardens.com/pond-harvesting-provo,Lake Harvesting Service in Provo | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,"Professional lake harvesting services in Provo, Utah. Expert lake vegetation management, water quality improvement, and ecosystem maintenance. Licensed & insured. Call (801) 590-8516.",4309,<truncated>,31735,15445144243601589985,0,true
21,https://utahwatergardens.com/pond-harvesting-layton,Lake Harvesting Service in Layton | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,"Professional lake harvesting services in Layton, Utah. Expert lake vegetation management, water quality improvement, and ecosystem maintenance. Licensed & insured. Call (801) 590-8516.",4309,<truncated>,31761,2214788931368806614,0,true
21,https://utahwatergardens.com/pond-harvesting-st-george,Lake Harvesting Service in St George | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,"Professional lake harvesting services in St George, Utah. Expert lake vegetation management, water quality improvement, and ecosystem maintenance. Licensed & insured. Call (801) 590-8516.",4335,<truncated>,31839,16632850299080061375,0,true
21,https://utahwatergardens.com/plant/equisetum-horsetail,,text/html; charset=utf-8,true,200,,277,<truncated>,1848,2306772265731012791,0,true
21,https://utahwatergardens.com/pond-maintenance-sandy,"Pond Services in Pond Maintenance Sandy, Utah | Utah Water Gardens | Utah Water Gardens",text/html; charset=utf-8,true,200,"Professional pond services in Pond Maintenance Sandy, Utah. Pond design, construction, maintenance, and cleaning. Licensed & insured. Call (801) 590-8516 for consultation.",1798,<truncated>,12563,16586783014878342888,0,true
21,https://utahwatergardens.com/pond-dredging-sandy,"Pond Services in Pond Dredging Sandy, Utah | Utah Water Gardens | Utah Water Gardens",text/html; charset=utf-8,true,200,"Professional pond services in Pond Dredging Sandy, Utah. Pond design, construction, maintenance, and cleaning. Licensed & insured. Call (801) 590-8516 for consultation.",1798,<truncated>,12377,17374562007693736077,0,true
21,https://utahwatergardens.com/pond-maintenance-ogden,"Pond Services in Pond Maintenance Ogden, Utah | Utah Water Gardens | Utah Water Gardens",text/html; charset=utf-8,true,200,"Professional pond services in Pond Maintenance Ogden, Utah. Pond design, construction, maintenance, and cleaning. Licensed & insured. Call (801) 590-8516 for consultation.",1798,<truncated>,12563,18223757566161795667,0,true
21,https://utahwatergardens.com/pond-dredging-west-valley-city,"Pond Services in Pond Dredging West Valley City, Utah | Utah Water Gardens | Utah Water Gardens",text/html; charset=utf-8,true,200,"Professional pond services in Pond Dredging West Valley City, Utah. Pond design, construction, maintenance, and cleaning. Licensed & insured. Call (801) 590-8516 for consultation.",1922,<truncated>,13059,17202285654839465194,0,true
21,https://utahwatergardens.com/pond-maintenance-st-george,"Pond Services in Pond Maintenance St George, Utah | Utah Water Gardens | Utah Water Gardens",text/html; charset=utf-8,true,200,"Professional pond services in Pond Maintenance St George, Utah. Pond design, construction, maintenance, and cleaning. Licensed & insured. Call (801) 590-8516 for consultation.",1860,<truncated>,12811,117332207457107073,0,true
21,https://utahwatergardens.com/pond-maintenance-provo,"Pond Services in Pond Maintenance Provo, Utah | Utah Water Gardens | Utah Water Gardens",text/html; charset=utf-8,true,200,"Professional pond services in Pond Maintenance Provo, Utah. Pond design, construction, maintenance, and cleaning. Licensed & insured. Call (801) 590-8516 for consultation.",1798,<truncated>,12563,3755187895520652731,0,true
21,https://utahwatergardens.com/pond-maintenance-orem,"Pond Services in Pond Maintenance Orem, Utah | Utah Water Gardens | Utah Water Gardens",text/html; charset=utf-8,true,200,"Professional pond services in Pond Maintenance Orem, Utah. Pond design, construction, maintenance, and cleaning. Licensed & insured. Call (801) 590-8516 for consultation.",1798,<truncated>,12501,17969376648087329220,0,true
21,https://utahwatergardens.com/pond-harvesting-west-valley-city,Lake Harvesting Service in West Valley City | Utah Water Gardens | Utah Water Gardens,text/html; charset=utf-8,true,200,"Professional lake harvesting services in West Valley City, Utah. Expert lake vegetation management, water quality improvement, and ecosystem maintenance. Licensed & insured. Call (801) 590-8516.",4361,<truncated>,32021,17064547238241667269,0,true
21,https://utahwatergardens.com/pond-maintenance-salt-lake-city,"Pond Services in Pond Maintenance Salt Lake City, Utah | Utah Water Gardens | Utah Water Gardens",text/html; charset=utf-8,true,200,"Professional pond services in Pond Maintenance Salt Lake City, Utah. Pond design, construction, maintenance, and cleaning. Licensed & insured. Call (801) 590-8516 for consultation.",1922,<truncated>,13121,2743369214772770612,0,true
21,https://utahwatergardens.com/pond-dredging-orem,"Pond Services in Pond Dredging Orem, Utah | Utah Water Gardens | Utah Water Gardens",text/html; charset=utf-8,true,200,"Professional pond services in Pond Dredging Orem, Utah. Pond design, construction, maintenance, and cleaning. Licensed & insured. Call (801) 590-8516 for consultation.",1798,<truncated>,12315,174455513836192804,0,true
20,https://utahwatergardens.com/lake-dredging-dammeron-valley,"Pond Services in Lake Dredging Dammeron Valley, Utah | Utah Water Gardens | Utah Water Gardens",text/html; charset=utf-8,true,200,"Professional pond services in Lake Dredging Dammeron Valley, Utah. Pond design, construction, maintenance, and cleaning. Licensed & insured. Call (801) 590-8516 for consultation.",1860,<truncated>,12997,4058573543555640200,0,true
20,https://utahwatergardens.com/pond-maintenance-annabella,"Pond Services in Pond Maintenance Annabella, Utah | Utah Water Gardens | Utah Water Gardens",text/html; charset=utf-8,true,200,"Professional pond services in Pond Maintenance Annabella, Utah. Pond design, construction, maintenance, and cleaning. Licensed & insured. Call (801) 590-8516 for consultation.",1798,<truncated>,12811,18141518394067502900,0,true
20,https://utahwatergardens.com/lake-dredging-ivins,"Pond Services in Lake Dredging Ivins, Utah | Utah Water Gardens | Utah Water Gardens",text/html; charset=utf-8,true,200,"Professional pond services in Lake Dredging Ivins, Utah. Pond design, construction, maintenance, and cleaning. Licensed & insured. Call (801) 590-8516 for consultation.",1798,<truncated>,12377,603302839767525312,0,true
20,https://utahwatergardens.com/pond-dredging-south-ogden,"Pond Services in Pond Dredging South Ogden, Utah | Utah Water Gardens | Utah Water Gardens",text/html; charset=utf-8,true,200,"Professional pond services in Pond Dredging South Ogden, Utah. Pond design, construction, maintenance, and cleaning. Licensed & insured. Call (801) 590-8516 for consultation.",1860,<truncated>,12749,15577219936426378138,0,true
20,https://utahwatergardens.com/pond-maintenance-irwin,"Pond Services in Pond Maintenance Irwin, Utah | Utah Water Gardens | Utah Water Gardens",text/html; charset=utf-8,true,200,"Professional pond services in Pond Maintenance Irwin, Utah. Pond design, construction, maintenance, and cleaning. Licensed & insured. Call (801) 590-8516 for consultation.",1798,<truncated>,12563,15330189026059645589,0,true
20,https://utahwatergardens.com/pond-dredging-silt,"Pond Services in Pond Dredging Silt, Utah | Utah Water Gardens | Utah Water Gardens",text/html; charset=utf-8,true,200,"Professional pond services in Pond Dredging Silt, Utah. Pond design, construction, maintenance, and cleaning. Licensed & insured. Call (801) 590-8516 for consultation.",1798,<truncated>,12315,16678463936986202740,0,true
20,https://utahwatergardens.com/pond-repair-randlett,"Pond Services in Pond Repair Randlett, Utah | Utah Water Gardens | Utah Water Gardens",text/html; charset=utf-8,true,200,"Professional pond services in Pond Repair Randlett, Utah. Pond design, construction, maintenance, and cleaning. Licensed & insured. Call (801) 590-8516 for consultation.",1798,<truncated>,12439,503009240543425138,0,true
20,https://utahwatergardens.com/water-feature-design-pinedale,"Pond Services in Water Feature Design Pinedale, Utah | Utah Water Gardens | Utah Water Gardens",text/html; charset=utf-8,true,200,"Professional pond services in Water Feature Design Pinedale, Utah. Pond design, construction, maintenance, and cleaning. Licensed & insured. Call (801) 590-8516 for consultation.",1860,<truncated>,12997,16545703110631576757,0,true
20,https://utahwatergardens.com/pond-dredging-hotchkiss,"Pond Services in Pond Dredging Hotchkiss, Utah | Utah Water Gardens | Utah Water Gardens",text/html; charset=utf-8,true,200,"Professional pond services in Pond Dredging Hotchkiss, Utah. Pond design, construction, maintenance, and cleaning. Licensed & insured. Call (801) 590-8516 for consultation.",1798,<truncated>,12625,1996301610592731141,0,true
